Text,Sentiment
"I'm playing Brain Dots : ) #BrainDots
http://t.co/UGQzOx0huu",1
@daftatonix I thought we were friends :(,-1
@proudtobangkiki thanks :) #CJRadaCOMATEada,1
"@BMACRM i don't know . . i'm sorry, let me make it up to you ? : (",-1
"@WforWoman 
9) shopping will be like fries without ketchup. Tasteless :(

#WSaleLove",-1
Love You @darlingIXHAI22 @SyreenAnne :)) https://t.co/wx7yRrE7sV,1
@Dinnerbone *Future MegaMoh in 7/29/2015* Happy Birthday to me :),1
@AnneHole @YouTube love using this :),1
"Oh I get it now. Second quote tweet, but maybe could I please have a Louis dm, :) please, if you can.  https://t.co/OLfiC333Yr",1
Is Tompolo meeting aimed at stopping the sale of the oil that we cannot find buyers for? :D,1
Thanks for following @jabawack! You are most welcome. :),1
Would be cool to fall asleep on the phone with oomf :-),1
@awselu follow back me pleasse :),1
"@DeMoorSophie Hii, can you follow me, please? I'd like ask you one thing in dm :)💞",1
I had a good dream. Its a sign that Im going to get along with my unknown roomie. :),1
@VoxHiberionacum It most certainly is a theme issue - but we've tested on a range of devices w/ different browsers and OS :-(,-1
"""@jayt_jubby: @SinethembaMpaxa yes hun and you"" I'm good too :)",1
@Amm_Kelly Hey and thank you for following :),1
@Kaelaris @FollowDeman I want to go too but I'm sure I'm already stuck somewhere :(,-1
@BlondieBlonde70 It was nice to see family members I am close to but miss them :-(,-1
#FF @dreamshakes @marketsmatter @MrsMarketUK @CheshireLadders @Streetzine @jewellery_bank @luvthenorth444 @BlueAppleHeroes thank you :-),1
"Sorry, I cant hope you :( http://t.co/wInJbEhRq1",-1
@LittleMix Belgium :(,-1
jgh :( im so effin tired,-1
With the top cutie of Bohol :) https://t.co/Jh7F6U46UB,1
Views from our office are pretty awesome and this is the ugly side! The sea side is even prettier :) http://t.co/c3dDU2rxnv,1
@genrentuk with landlords like @RichardBenyonMP as MP's though that's not going to be easy? :-(,-1
"@adlow76 :( I wanted it to be good, or at least watchable - but by all accounts, it's neither",-1
Evening :(((,-1
@Darlene_Vibares Darlene Followback please :(,-1
"@AllicioGloria She's gone :(, Hello, we offer you free perfume samples and Chanel/Burberry/Prada giveaway on our site! Please check our bio.",-1
*sign out* :(((((( https://t.co/y45q9GAJ5j,-1
...because it's Friday :D (y) http://t.co/6rA4ZlpjO9,1
"@TheBodyShopIND #MyMonsoonStory The Body Shop Body Mist Vanilla,as it works wonderful on my skin :)",1
I don't think I can watch degrassi for about 4-6 nights :((,-1
Miss living in halls :(:(,-1
It's really hot :-(,-1
"@myteksi hi, may i request a promo code pls? Tried using iwantin but got rejected just now :(",-1
i want to finish death parade by this weekend :(,-1
@KookieAnda me too :(,-1
@_mspxo the name of the movie sounds sad itself :(,-1
@mikestone14  Your tweet is very much appreciated! Thank you for being such a dedicated member :),1
@EthanGamerTV @DiamondMinecart Yep it is :),1
"Follow me, follow back mention ! :)",1
During a carnival men put masks over their masks. Xavier Forneret :-),1
@imallyssagail busy sa school :( next time love yah! xx,-1
The last few episodes were really intense :(((((( kagami n kuroko forever &lt;3,-1
irene :-(,-1
oh well won't be going the beach :( horrible blinkin weather,-1
@Galatasaray @Podolski10 is ready :) #Poldi #Cimbom,1
no motivation :(,-1
"Jummah mubarak to all 
Remember me in your prayrs :)",1
@Siwon407 Annyeong oppa ^_^ i'm Indonesian ELF .. I'm so happy if u follback me :) please be my first follower :-D,1
sunggyu at the back :( i wonder if he's okay :( https://t.co/MwLo6RSyHW,-1
@PB_Furniture @whittakerdesig1 @smart_bn @Klick_Business @HartleysRooms @REDlineCC @RedBizUK @earlybiz Woooo! Happy Friday friends :) #ff,1
Follow :),1
"@CurlyWhirleez Hi guys, how's it going? Thanks for the follow! Have a great day :)",1
NIALL NIWLL NIALL NIALL :(((((( https://t.co/vftOOtSopP,-1
@MCunleashed :D I can't sleep until I need to. If I try I just lay in bed bored,1
"@2015Geetanjali Well done, it's good to get thing out of the way :-))",1
@Shovz92 @Meli_bytes Sorted :D Santorini here we come #Escape,1
I've been so happy lately :))))),1
@_blacktomorrow im so jealous we always planned to go together!!! :(,-1
"@thewhitespike I like them, especially the Klee ones :-)",1
Web Whatsapp volta a funcionar com iPhone jailbroken. :-),1
"@kwonsoonshine :( tline is totally not the same without you, its so weird i mean i used to see u all the time i go online now i barely see u",-1
@dontvexmysoul hahahahahaah i donno korean language :( only few russian ) waaaaa,-1
#FF @Raj_Poot_  follow Him Nc Guy :-),1
@ClaireGibbsUK fantastic!!! Brilliant news :),1
"@nashyy_niall FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
NSC and MAT 0 tomorrow :(,-1
@CaptainTabouli :D you are welcome,1
Today #RMA jersey :(,-1
@BeingManisha u tho Too Gud in trending (y) :) !! #BajrangiBhaijaanHighestWeek1,1
"@namwngr no, because you will get more than one and i think its not the same from the previous one :(",-1
Fulton John Sheen Baloney is the unvarnished lie laid on so thick you hate it. Blarney is flattery laid on so thin you love it. :-),1
@ZombieHam There are a lot of good comics events but they all seem to be for kids :( [part of the Schools program],-1
@_awkwardraven Will do Senpai &gt;:( -looks up on all of buttsex-,-1
@jrmychan hahah he dunwan to keep me also suan le ba haiz seeing everyone otw rn :(,-1
@NautiPawz Thankies! :D It's fucking hot! :D xx,1
where's denise i miss her :(,-1
it was a very tiring week :( #NathanielHinanakit,-1
"@chriswiggin3 Chris, that's great to hear :) Due times &amp; reminders are indeed planned, both will be available in the not too distant future!",1
@manxclaire @NorthPoleJJ might be a worthwhile endeavour then :-) excuse for a weekend away,1
I WANT :(( http://t.co/aZN2zOScb1,-1
"Finally watching the last #TopGear episode, hopefully it won't end :( http://t.co/75IDDesHD0",-1
"Hoya mah always good looking :(
No comment aing :(",-1
Happy Friday :-) http://t.co/3LSjM4xy5N,1
i'm so tired :(,-1
@GoodMovesL25 @WWhimsicals @_Megan_H @Andrew_Murray91 @sonjaclarkuk @Epic_Liverpool @JusSweetEnough Good morning :-),1
"Ugh, well I could still say that I'm lucky because I am Sapiosexual. :((((",-1
i want to play sims 4 :(,-1
getting off 4 a while need to do homework. will probs upload tomorrow seeing i have the time 2 :),1
@kohquette you're good and you should feel good!!! :(,-1
"Rt to be in Bailona group chat , 

Mention  @imJANExoxo to be approve FANBASE :)",1
@serxndipityrp done :),1
@Digitalman1 @OliviaSu2 @LambyPhonics @Nick_Haigh @ReikiByKatie @garymillar @Othella_LLP @john_consult @HandDDiamonds Many Tthanks Colin :-),1
good night :(,-1
"I'm sorry to :-( :-(  :-( 
Block",-1
@thefinerthongs me too wtfff :(( i miss manchester and the mean bus driver,-1
morning :),1
@qatarairways# would be fair to say that the privilege club is a joke .  It doesn't matter what you ask for nothing ever available :-(,-1
lmaoo me and my mca team gettin HELLA money dm me now if u wana make FAST bandz ASAP!!!!:) http://t.co/JJK9zdfByc,1
It's a v nice day. What happened was surreal :),1
@ParkTheatre @NoBillington Thanks! :),1
@IronDuke95 free twitter :(,-1
"Dudaftie...:-)

#breaktym",1
I'm thinking garden party :)... #N04JS Buy 6 bottles of wine save 25%!! @chrisyamahar201 @sainsburys #prosecco http://t.co/M3kvcw24N7,1
"@Worthless_Bums SM1 wasn't that bad. I mean, I only got mutilated by a robot that shot through a wall I didn't know could be destroyed...&gt;:(",-1
@stuck_for_ideas Thanks for the shout out guys :),1
"Jeb Bush calls #BlackLivesMatter a 'slogan' http://t.co/AFejQqyUsO via @msnbc

#MSNBC #CNN

(#JEBBush thanking his lucky stars... :-(",-1
gegu i want space gray iphone 6 :((,-1
"goodnight, fuck :)",1
@Windows All my life :) Starting from Windows 98.,1
@edzelcastillo  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
@DebbyRyan_06 thank you so much :) #FF to you too,1
How far would you go just to win? Camara knows. :-( THE BRIDE WORE COVERALLS http://t.co/EC1zF7A9sy #romance #inspy,-1
@MrsPiszczek nein :(,-1
"@claralikesarah actually, gf couscous is not as bad as I thought it would be. I'll send you some links :)",1
"justinbieber can u pls follow me on &gt;daianerufato&lt; i've been trying for too long :( ilysm bae! xx (July 24, 2015 at 07:34AM)",-1
"When #forklift and #warehouse workers get that #FridayFeeling :-) 

http://t.co/iz4sgPsdcW http://t.co/CXP98cEdnl",1
"My poor baby is sick:( 
And he doesn't have the concept of swallowing his snot so he chokes on it. :((",-1
"The master @GodfreyElfwick has figured out how to turn led into gold, we're doomed :(
@Meteoryan",-1
Off to #Welsh #Wales today. Yippee! :-) http://t.co/BdaXV35FYE,1
"@lynfogeek ""We're sorry, but Google Play Music is currently experiencing errors. Please try again in a few minutes.""

:(",-1
@jakface_mcgee Thank you! :D :D,1
"@seunjinbing @NGVMelbourne I can’t, thesis :(",-1
@DJEternalRefuge I WANNA TAKE A SELFIE CAUSE IM WEARIG DRI BUT GOT ALOT OF PEOPLE INSIDE THE BUS :-(,-1
@TikoSD Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),1
#FollowFriday @NGourd @Locita @D_Robert_Kelly for being top influencers in my community this week :),1
Okay let's start with a little feature today :) Yūjō-Cosplay are cosplayers from Luxembourg who only started... http://t.co/srAoxZxJMr,1
"@feltonbiebs Sara is, i still speak to her occasionally but i think Izzy's left twitter now :(",-1
@daniameows i hope one day he'll fall in love with a strong woman to let him see all the things that he refuses to see now. :),1
@Anbu002 @Pranto_ahp Hey guys! We know about this request and our product team are already considering this :),1
Great marketing campaign from @UberUK - shame all the drivers are busy :( #UberIceCream  https://t.co/C0zXMuWeM1,-1
spending my friday night without @DrRaamVII :(,-1
@peanutbutler junjou? Junjou romantica? Why? :(,-1
@neon27164907 i left :(,-1
kik : qualky808 #kik #kikmenow #milf #like4like #bored #summer #sexysaturday :) http://t.co/8R2Nrl31IC,1
@Ashton5SOS @5SOS love u 2 :-),1
@bluexxdream i miss you :(,-1
😂😂 what a night :(((((( so devo xxx https://t.co/9ixTnyBXLb,-1
@LeeMcKenzieTV Looking sharp :-),1
"Cant wait to get my Baller G Lil Faded chain :)
What Everybody Ought To Know",1
@rainymondays luv u 💖 ps. We haven't talked in a looooong time :-( why??,-1
I MISS INFINITE :-(,-1
@akijuneja I'm glad you like our services. Happy shopping with us :) ^DV,1
@OBiiE__ Always pushing the limits hey Obakeng? :) \OP,1
@wearedetr0it steals my narcos growing :(,-1
I just joined the #HushedPinWithSammy Event :D Might get to Text with @SammyWilk for a day! Luv U @HushedApp http://t.co/czdow1i44W,1
I have to get up in three and a half hours :),1
"@waniiamira ehem 😏😏 haha ala yeke :( its okay then, have fun in kk! jumpa next time, in ✈️ or 🇺🇸 maybe😋",-1
@therp_stefan @Therp_BV will cost you 600 k£ to get security alerts on odoo 8 if you are an Odoo partner. Far from community spirit. :-(,-1
"its trending.. follow the bobble link. :)
 https://t.co/HZxoiRe88H",1
I'm so tired hahahah :(,-1
THEYRE SO CUTE I WISH I KNEW WHAT THEY WERE SAYING :( http://t.co/Vr3ICTaFIS,-1
Hi Dark Angel : MochaMichelle :) Wanna get iPh0ne 6 for FREE? Simply go check my bi0. Thx https://t.co/mVPyDn1FYy,1
@jakeblackah what ya gotta be like that for :( crapple!  @wigdogg agrees. Android FTW #phandroid,-1
"@biobio1993 :( aah, maybe they're just the type who blocks people easily? at least it's nothing personal then, but yeah, it still sucks....",-1
started reading at 11 and now its 3:33 :( jfc time flies by,-1
@exohun1204 of course :),1
"DCI today, now I wish I was going :-(",-1
when you don't have enough time to listen to all your artists' music :-(,-1
@RachaelAtWork @curexcomplex Don't even talk to me about computers. I'm having a data conversion done and it's all gone wrong. Crying :(,-1
@edgar_trilla @wtfitsalex_ @_SamHernandez_1 @calvinrosorio I was just replying to Juan :(,-1
@Idamelatim you la :(((,-1
can only backtrack 3 hours :( .... it's time to start actually utilizing these lists,-1
@Smiling_Girly_  U r my dii n i cant forget my Sis :),1
@pannusf10 Never showed it much. :),1
Ah Mensch @Tikus09 :(,-1
"#ZaynIsComingBackOnJuly26
Im crying,i hope zayn will come back but other side i just don't want to believe it :( http://t.co/QdYWa03z1F",-1
"What is it with this country, first sign of a decent outdoor rave and it pisses down all day :)
I've had to pack... http://t.co/22zYFK8doG",1
I Want jack in the box :(((,-1
@BillieJoeSpouse everything okay? :( x,-1
@RealTurkeyLady 9/11 kinda ruined it for me. The sound makes me brace myself for hearing the plane crash every time. No bueno. :(,-1
"@Scruffbucket IsTanya going2supply all d EXTRA infrastructure,teachers,doctors,nurses,paramedics&amp;other countless things2cope with it all?&gt;:(",-1
"@JaquieBrown @SundayStarTimes Sowwy :( The 3000 word limit really grinds my gears, but 0.001% chance of winning makes up for it!",-1
"Thank you :) ""@Clicks_SA: Tweenie_Fox Hi, please click here for a list of our hair accessories &amp; products http://t.co/dunT1DuopC""",1
@basementgalaxy Ping! I'm watching your TL like a hawk! :D,1
Often attitudes are kindled in the flame of others convictions. Louis E. Le Bar :-),1
"@1dfamily_d check our final design, hope you like it :) https://t.co/EXt098Yq1b",1
Gonna miss the subsidized lunches :( https://t.co/XwpUutxD60,-1
@S1dharthM Come online and follow people :/ What z wrong in me?! Y do u ignore me Sidharth?!?!! :( :(,-1
"@theresaninkspot :( Well, the cookies better be worth it",-1
"Llama, are u sick? :( pls take care of urself #GetWellSoonAmber @llama_ajol",-1
@i_am_mill_i_am you mean we can't wipe them out? :-(,-1
"@GrahamTownsend Oh yes, I have some of those shirts. They're nice :) - ROFL @ old mints :D - I'm rocking a sexy Superdry tee right now x",1
@milesSI ruins the game for me. You'll notice many stop playing the game when there are many regens. They don't look realistic :( shame,-1
Love makes two hearts one. :),1
@RegaJha @SheikhImaan Is this not against IndianKulture .. I oppose :).. happy anniversary :),1
I want a flipping Belgium waffle thrown in my face :(,-1
"@snowzrfr @AndrewAlexMac @LuciHolland @caiitlinz @IGDAScotland indeed, wonderful to see everyone :) great night!",1
@ReemaBehl @FeminaIndia Which is what I said in my next tweet. The second part of this tweet :),1
@leiwaleyn @sophiasam013 miss you too laine :(,-1
"@ontrackplant Awesome find, if only Twitter did image mentions. Give us a nudge if you spot any more tasty plant pics :)",1
lol! selos :)) https://t.co/X8nV7tp9S8,1
10 followers who aren't part of that annoying twitter group this side please :),1
